file_name,total_length,avg_slope,label
sample (1574).sor,25.137,1.3396,Bend
sample (1575).sor,25.137,1.4399,Bend
sample (1576).sor,25.137,1.3359,Bend
sample (1577).sor,25.137,1.4376,Bend
sample (1578).sor,25.137,1.3243,Bend
sample (1579).sor,25.137,1.1893,Bend
sample (158).sor,5.027,8.3137,Bend
sample (1580).sor,25.137,1.3541,Bend
sample (1581).sor,25.137,1.44,Bend
sample (1582).sor,25.137,1.3346,Bend
sample (1583).sor,25.137,1.4548,Bend
sample (1584).sor,25.137,1.3736,Bend
sample (1585).sor,25.137,1.4598,Bend
sample (1586).sor,25.137,1.3434,Bend
sample (1587).sor,25.137,1.2621,Bend
sample (1588).sor,25.137,1.1855,Bend
sample (1589).sor,25.137,1.433,Bend
sample (159).sor,5.027,8.5689,Bend
sample (1590).sor,25.137,1.3312,Bend
sample (1591).sor,25.137,1.4412,Bend
sample (1592).sor,25.137,1.335,Bend
sample (1593).sor,25.137,1.4529,Bend
sample (1594).sor,25.137,1.3518,Bend
sample (1595).sor,25.137,1.4705,Bend
sample (1596).sor,25.137,1.3731,Bend
sample (1597).sor,25.137,1.5023,Bend
sample (1598).sor,25.137,1.3783,Bend
sample (1599).sor,25.137,1.4506,Bend
sample (16).sor,5.027,8.4441,Bend
sample (160).sor,5.027,8.392,Bend
sample (1600).sor,25.137,1.3441,Bend
sample (1601).sor,25.137,1.4511,Bend
sample (1602).sor,25.137,1.3619,Bend
sample (1603).sor,25.137,1.4605,Bend
sample (1604).sor,25.137,1.3402,Bend
sample (1605).sor,25.137,1.4306,Bend
sample (1606).sor,25.137,1.3322,Bend
sample (1607).sor,25.137,1.4611,Bend
sample (1608).sor,25.137,1.3708,Bend
sample (1609).sor,25.137,1.4581,Bend
sample (161).sor,5.027,8.6367,Bend
sample (1610).sor,25.137,1.3492,Bend
sample (1611).sor,25.137,1.4795,Bend
sample (1612).sor,25.137,1.3489,Bend
sample (1613).sor,25.137,1.4585,Bend
sample (1614).sor,25.137,1.3315,Bend
sample (1615).sor,25.137,1.4783,Bend
sample (1616).sor,25.137,1.3457,Bend
sample (1617).sor,25.137,1.4617,Bend
sample (1618).sor,25.137,1.3541,Bend
sample (1619).sor,25.137,1.4522,Bend
sample (162).sor,5.027,8.311,Bend
sample (1620).sor,25.137,1.3619,Bend
sample (1621).sor,25.137,1.4465,Bend
sample (1622).sor,25.137,1.3475,Bend
sample (1623).sor,25.137,1.4575,Bend
sample (1624).sor,25.137,1.3446,Bend
sample (1625).sor,25.137,1.4706,Bend
sample (1626).sor,25.137,1.3392,Bend
sample (1627).sor,25.137,1.4672,Bend
sample (1628).sor,25.137,1.3537,Bend
sample (1629).sor,25.137,1.45,Bend
sample (163).sor,5.027,8.5346,Bend
sample (1630).sor,25.137,1.3634,Bend
sample (1631).sor,25.137,1.4286,Bend
sample (1632).sor,25.137,1.3554,Bend
sample (1633).sor,25.137,1.4652,Bend
sample (1634).sor,25.137,1.3259,Bend
sample (1635).sor,25.137,1.4855,Bend
sample (1636).sor,25.137,1.3619,Bend
sample (1637).sor,25.137,1.4104,Bend
sample (1638).sor,25.137,1.333,Bend
sample (1639).sor,25.137,1.4443,Bend
sample (164).sor,5.027,8.4405,Bend
sample (1640).sor,25.137,1.3253,Bend
sample (1641).sor,25.137,1.4213,Bend
sample (1642).sor,25.137,1.3245,Bend
sample (1643).sor,25.137,1.4445,Bend
sample (1644).sor,25.137,1.3619,Bend
sample (1645).sor,25.137,1.422,Bend
sample (1646).sor,25.137,1.3525,Bend
sample (1647).sor,25.137,1.4501,Bend
sample (1648).sor,25.137,1.3632,Bend
sample (1649).sor,25.137,1.4382,Bend
sample (165).sor,5.027,8.6597,Bend
sample (1650).sor,25.137,1.3451,Bend
sample (1651).sor,25.137,1.4487,Bend
sample (1652).sor,25.137,1.335,Bend
sample (1653).sor,25.137,1.4524,Bend
sample (1654).sor,25.137,1.3494,Bend
sample (1655).sor,25.137,1.459,Bend
sample (1656).sor,25.137,1.366,Bend
sample (1657).sor,25.137,1.4385,Bend
sample (1658).sor,25.137,1.3111,Bend
sample (1659).sor,25.137,1.468,Bend
sample (166).sor,5.027,8.4314,Bend
sample (1660).sor,25.137,1.3623,Bend
sample (1661).sor,25.137,1.4543,Bend
sample (1662).sor,25.137,1.3631,Bend
sample (1663).sor,25.137,1.4268,Bend
sample (1664).sor,25.137,1.3289,Bend
sample (1665).sor,25.137,1.4791,Bend
sample (1666).sor,25.137,1.3502,Bend
sample (1667).sor,25.137,1.4551,Bend
sample (1668).sor,25.137,1.3615,Bend
sample (1669).sor,25.137,1.4656,Bend
sample (167).sor,5.027,8.7425,Bend
sample (1670).sor,25.137,1.3483,Bend
sample (1671).sor,25.137,1.4725,Bend
sample (1672).sor,25.137,1.3714,Bend
sample (1673).sor,25.137,1.4737,Bend
sample (1674).sor,25.137,1.3678,Bend
sample (1675).sor,25.137,1.4783,Bend
sample (1676).sor,25.137,1.362,Bend
sample (1677).sor,25.137,1.462,Bend
sample (1678).sor,25.137,1.344,Bend
sample (1679).sor,25.137,1.4834,Bend
sample (168).sor,5.027,8.4262,Bend
sample (1680).sor,25.137,1.357,Bend
sample (1681).sor,25.137,1.4685,Bend
sample (1682).sor,25.137,1.3453,Bend
sample (1683).sor,25.137,1.4673,Bend
sample (1684).sor,25.137,1.3551,Bend
sample (1685).sor,20.11,0.4542,Bend
sample (1686).sor,20.11,0.2892,Normal
sample (1687).sor,20.11,0.5788,Bend
sample (1688).sor,20.11,0.4024,Bend
sample (1689).sor,20.11,0.5445,Bend
sample (169).sor,5.027,8.6153,Bend
sample (1690).sor,20.11,0.3428,Normal
sample (1691).sor,20.11,0.4381,Bend
sample (1692).sor,20.11,0.2777,Normal
sample (1693).sor,20.11,0.4458,Bend
sample (1694).sor,20.11,0.2893,Normal
sample (1695).sor,20.11,0.4469,Bend
sample (1696).sor,20.11,0.2918,Normal
sample (1697).sor,20.11,0.4404,Bend
sample (1698).sor,20.11,0.3084,Normal
sample (1699).sor,20.11,0.4639,Bend
sample (17).sor,5.027,8.6927,Bend
sample (170).sor,5.027,8.4295,Bend
sample (1700).sor,20.11,0.3147,Normal
sample (1701).sor,20.11,0.5048,Bend
sample (1702).sor,20.11,0.3223,Normal
sample (1703).sor,20.11,0.4836,Bend
sample (1704).sor,20.11,0.3177,Normal
sample (1705).sor,20.11,0.4786,Bend
sample (1706).sor,20.11,0.3218,Normal
sample (1707).sor,20.11,0.4561,Bend
sample (1708).sor,20.11,0.3089,Normal
sample (1709).sor,20.11,0.4562,Bend
sample (171).sor,5.027,8.585,Bend
sample (1710).sor,20.11,0.2933,Normal
sample (1711).sor,20.11,0.5377,Bend
sample (1712).sor,20.11,0.3393,Normal
sample (1713).sor,20.11,0.4455,Bend
sample (1714).sor,20.11,0.2948,Normal
sample (1715).sor,20.11,0.5414,Bend
sample (1716).sor,20.11,0.3493,Normal
sample (1717).sor,20.11,0.4476,Bend
sample (1718).sor,20.11,0.2878,Normal
sample (1719).sor,20.11,0.4819,Bend
sample (172).sor,5.027,8.4096,Bend
sample (1720).sor,20.11,0.3224,Normal
sample (1721).sor,20.11,0.462,Bend
sample (1722).sor,20.11,0.31,Normal
sample (1723).sor,20.11,0.5761,Bend
sample (1724).sor,20.11,0.3761,Normal
sample (1725).sor,20.11,0.5149,Bend
sample (1726).sor,20.11,0.3183,Normal
sample (1727).sor,20.11,0.4757,Bend
sample (1728).sor,20.11,0.3167,Normal
sample (1729).sor,20.11,0.4332,Bend
sample (173).sor,5.027,8.5208,Bend
sample (1730).sor,20.11,0.2899,Normal
sample (1731).sor,20.11,0.498,Bend
sample (1732).sor,20.11,0.3356,Normal
sample (1733).sor,20.11,0.5039,Bend
sample (1734).sor,20.11,0.3347,Normal
sample (1735).sor,20.11,0.5658,Bend
sample (1736).sor,20.11,0.4183,Bend
sample (1737).sor,20.11,0.5878,Bend
sample (1738).sor,20.11,0.4146,Bend
sample (1739).sor,20.11,0.5886,Bend
sample (174).sor,5.027,8.3263,Bend
sample (1740).sor,20.11,0.4622,Bend
sample (1741).sor,20.11,0.559,Bend
sample (1742).sor,20.11,0.3752,Normal
sample (1743).sor,20.11,0.6017,Bend
sample (1744).sor,20.11,0.4151,Bend
sample (1745).sor,20.11,0.6308,Bend
sample (1746).sor,20.11,0.4166,Bend
sample (1747).sor,20.11,0.5113,Bend
sample (1748).sor,20.11,0.3465,Normal
sample (1749).sor,20.11,0.6449,Bend
sample (175).sor,5.027,8.5784,Bend
sample (1750).sor,20.11,0.4439,Bend
sample (1751).sor,20.11,0.6249,Bend
sample (1752).sor,20.11,0.4424,Bend
sample (1753).sor,20.11,0.5341,Bend
sample (1754).sor,20.11,0.3873,Normal
sample (1755).sor,20.11,0.5989,Bend
sample (1756).sor,20.11,0.4259,Bend
sample (1757).sor,20.11,0.5477,Bend
sample (1758).sor,20.11,0.3851,Normal
sample (1759).sor,20.11,0.5396,Bend
sample (176).sor,5.027,8.3105,Bend
sample (1760).sor,20.11,0.3682,Normal
sample (1761).sor,20.11,0.5391,Bend
sample (1762).sor,20.11,0.3683,Normal
sample (1763).sor,20.11,0.5283,Bend
sample (1764).sor,20.11,0.3723,Normal
sample (1765).sor,20.11,0.5716,Bend
sample (1766).sor,20.11,0.4024,Bend
sample (1767).sor,20.11,0.5143,Bend
sample (1768).sor,20.11,0.3348,Normal
sample (1769).sor,20.11,0.6056,Bend
sample (177).sor,5.027,8.731,Bend
sample (1770).sor,20.11,0.4075,Bend
sample (1771).sor,20.11,0.614,Bend
sample (1772).sor,20.11,0.4306,Bend
sample (1773).sor,20.11,0.5243,Bend
sample (1774).sor,20.11,0.37,Normal
sample (1775).sor,20.11,0.5875,Bend
sample (1776).sor,20.11,0.4108,Bend
sample (1777).sor,20.11,0.4783,Bend
sample (1778).sor,20.11,0.318,Normal
sample (1779).sor,20.11,0.572,Bend
sample (178).sor,5.027,8.3982,Bend
sample (1780).sor,20.11,0.393,Normal
sample (1781).sor,20.11,0.552,Bend
sample (1782).sor,20.11,0.3612,Normal
sample (1783).sor,20.11,0.5274,Bend
sample (1784).sor,20.11,0.3669,Normal
sample (1785).sor,20.11,0.5079,Bend
sample (1786).sor,20.11,0.3326,Normal
sample (1787).sor,20.11,0.5701,Bend
sample (1788).sor,20.11,0.3957,Normal
sample (1789).sor,20.11,0.5727,Bend
sample (179).sor,5.027,8.7033,Bend
sample (1790).sor,20.11,0.3823,Normal
sample (1791).sor,20.11,0.5667,Bend
sample (1792).sor,20.11,0.3861,Normal
sample (1793).sor,20.11,0.5131,Bend
sample (1794).sor,20.11,0.3432,Normal
sample (1795).sor,20.11,0.5904,Bend
sample (1796).sor,20.11,0.3996,Normal
sample (1797).sor,20.11,0.5083,Bend
sample (1798).sor,20.11,0.3471,Normal
sample (1799).sor,20.11,0.5769,Bend
sample (18).sor,5.027,8.3735,Bend
sample (180).sor,5.027,8.374,Bend
sample (1800).sor,20.11,0.3945,Normal
sample (1801).sor,20.11,0.5732,Bend
sample (1802).sor,20.11,0.3844,Normal
sample (1803).sor,20.11,0.535,Bend
sample (1804).sor,20.11,0.3542,Normal
sample (1805).sor,20.11,0.6424,Bend
sample (1806).sor,20.11,0.4448,Bend
sample (1807).sor,20.11,0.5712,Bend
sample (1808).sor,20.11,0.4175,Bend
sample (1809).sor,20.11,0.5907,Bend
sample (181).sor,5.027,8.622,Bend
sample (1810).sor,20.11,0.4076,Bend
sample (1811).sor,20.11,0.6279,Bend
sample (1812).sor,20.11,0.4495,Bend
sample (1813).sor,20.11,0.5951,Bend
sample (1814).sor,20.11,0.4198,Bend
sample (1815).sor,20.11,0.6183,Bend
sample (1816).sor,20.11,0.4239,Bend
sample (1817).sor,20.11,0.6113,Bend
sample (1818).sor,20.11,0.4342,Bend
sample (1819).sor,20.11,0.5775,Bend
sample (182).sor,5.027,8.3451,Bend
sample (1820).sor,20.11,0.4059,Bend
sample (1821).sor,20.11,0.5609,Bend
sample (1822).sor,20.11,0.3767,Normal
sample (1823).sor,20.11,0.6329,Bend
sample (1824).sor,20.11,0.4248,Bend
sample (1825).sor,20.11,0.6003,Bend
sample (1826).sor,20.11,0.4258,Bend
sample (1827).sor,20.11,0.6777,Bend
sample (1828).sor,20.11,0.4632,Bend
sample (1829).sor,20.11,0.5673,Bend
sample (183).sor,5.027,8.6853,Bend
sample (1830).sor,20.11,0.387,Normal
sample (1831).sor,20.11,0.5632,Bend
sample (1832).sor,20.11,0.3942,Normal
sample (1833).sor,20.11,0.5638,Bend
sample (1834).sor,20.11,0.4073,Bend
sample (1835).sor,20.11,0.5414,Bend
sample (1836).sor,20.11,0.4969,Bend
sample (1837).sor,20.11,0.5616,Bend
sample (1838).sor,20.11,0.3918,Normal
sample (1839).sor,20.11,0.5763,Bend
sample (184).sor,5.027,8.3581,Bend
sample (1840).sor,20.11,0.3761,Normal
sample (1841).sor,20.11,0.553,Bend
sample (1842).sor,20.11,0.3862,Normal
sample (1843).sor,20.11,0.5494,Bend
sample (1844).sor,20.11,0.3892,Normal
sample (1845).sor,20.11,0.544,Bend
sample (1846).sor,20.11,0.4392,Bend
sample (1847).sor,20.11,0.636,Bend
sample (1848).sor,20.11,0.4281,Bend
sample (1849).sor,20.11,0.6359,Bend
sample (185).sor,5.027,8.6657,Bend
sample (1850).sor,20.11,0.4681,Bend
sample (1851).sor,20.11,0.5565,Bend
sample (1852).sor,20.11,0.3891,Normal
sample (1853).sor,20.11,0.4868,Bend
sample (1854).sor,20.11,0.3088,Normal
sample (1855).sor,20.11,0.4373,Bend
sample (1856).sor,20.11,0.2712,Normal
sample (1857).sor,20.11,0.4215,Bend
sample (1858).sor,20.11,0.2665,Normal
sample (1859).sor,20.11,0.5931,Bend
sample (186).sor,5.027,8.3513,Bend
sample (1860).sor,20.11,0.3705,Normal
sample (1861).sor,20.11,0.4927,Bend
sample (1862).sor,20.11,0.3317,Normal
sample (1863).sor,20.11,0.4766,Bend
sample (1864).sor,20.11,0.3094,Normal
sample (1865).sor,20.11,0.4963,Bend
sample (1866).sor,20.11,0.3301,Normal
sample (1867).sor,20.11,0.5011,Bend
sample (1868).sor,20.11,0.334,Normal
sample (1869).sor,20.11,0.3928,Normal
sample (187).sor,5.027,8.6569,Bend
sample (1870).sor,20.11,0.2483,Normal
sample (1871).sor,20.11,0.465,Bend
sample (1872).sor,20.11,0.2945,Normal
sample (1873).sor,20.11,0.467,Bend
sample (1874).sor,20.11,0.3,Normal
sample (1875).sor,20.11,0.4503,Bend
sample (1876).sor,20.11,0.2793,Normal
sample (1877).sor,20.11,0.507,Bend
sample (1878).sor,20.11,0.3197,Normal
sample (1879).sor,20.11,0.4776,Bend
sample (188).sor,5.027,8.4269,Bend
sample (1880).sor,20.11,0.309,Normal
sample (1881).sor,20.11,0.4251,Bend
sample (1882).sor,20.11,0.2777,Normal
sample (1883).sor,20.11,0.4963,Bend
sample (1884).sor,20.11,0.3144,Normal
sample (1885).sor,20.11,0.4786,Bend
sample (1886).sor,20.11,0.3016,Normal
sample (1887).sor,20.11,0.5334,Bend
sample (1888).sor,20.11,0.374,Normal
sample (1889).sor,20.11,0.4445,Bend
sample (189).sor,5.027,8.664,Bend
sample (1890).sor,20.11,0.3005,Normal
sample (1891).sor,20.11,0.5253,Bend
sample (1892).sor,20.11,0.3504,Normal
sample (1893).sor,20.11,0.5009,Bend
sample (1894).sor,20.11,0.3217,Normal
sample (1895).sor,20.11,0.4605,Bend
sample (1896).sor,20.11,0.3137,Normal
sample (1897).sor,20.11,0.5025,Bend
sample (1898).sor,20.11,0.322,Normal
sample (1899).sor,20.11,0.5196,Bend
sample (19).sor,5.027,8.6979,Bend
sample (190).sor,5.027,8.3621,Bend
sample (1900).sor,20.11,0.3467,Normal
sample (1901).sor,20.11,0.529,Bend
sample (1902).sor,20.11,0.3666,Normal
sample (1903).sor,20.11,0.4424,Bend
sample (1904).sor,20.11,0.2882,Normal
sample (1905).sor,20.11,0.4772,Bend
sample (1906).sor,20.11,0.3199,Normal
sample (1907).sor,20.11,0.5117,Bend
sample (1908).sor,20.11,0.3522,Normal
sample (1909).sor,20.11,0.5372,Bend
sample (191).sor,5.027,8.6266,Bend
sample (1910).sor,20.11,0.3507,Normal
sample (1911).sor,20.11,0.5243,Bend
sample (1912).sor,20.11,0.3537,Normal
sample (1913).sor,20.11,0.4849,Bend
sample (1914).sor,20.11,0.3296,Normal
sample (1915).sor,20.11,0.4954,Bend
sample (1916).sor,20.11,0.3231,Normal
sample (1917).sor,20.11,0.5347,Bend
sample (1918).sor,20.11,0.3559,Normal
sample (1919).sor,20.11,0.4916,Bend
sample (192).sor,5.027,8.3622,Bend
sample (1920).sor,20.11,0.3208,Normal
sample (1921).sor,20.11,0.4563,Bend
sample (1922).sor,20.11,0.2927,Normal
sample (1923).sor,20.11,0.4573,Bend
sample (1924).sor,20.11,0.2858,Normal
sample (1925).sor,20.11,0.462,Bend
sample (1926).sor,20.11,0.2967,Normal
sample (1927).sor,20.11,0.5303,Bend
sample (1928).sor,20.11,0.3349,Normal
sample (1929).sor,20.11,0.4824,Bend
sample (193).sor,5.027,8.6536,Bend
sample (1930).sor,20.11,0.3134,Normal
sample (1931).sor,20.11,0.5386,Bend
sample (1932).sor,20.11,0.3532,Normal
sample (1933).sor,20.11,0.4752,Bend
sample (1934).sor,20.11,0.3002,Normal
sample (1935).sor,20.11,0.4587,Bend
sample (1936).sor,20.11,0.2859,Normal
sample (1937).sor,20.11,0.4433,Bend
sample (1938).sor,20.11,0.2764,Normal
sample (1939).sor,20.11,0.4484,Bend
sample (194).sor,5.027,8.326,Bend
sample (1940).sor,20.11,0.2795,Normal
sample (1941).sor,20.11,0.6018,Bend
sample (1942).sor,20.11,0.3827,Normal
sample (1943).sor,20.11,0.5153,Bend
sample (1944).sor,20.11,0.3581,Normal
sample (1945).sor,20.11,0.4597,Bend
sample (1946).sor,20.11,0.2914,Normal
sample (1947).sor,20.11,0.4551,Bend
sample (1948).sor,20.11,0.3037,Normal
sample (1949).sor,20.11,0.4948,Bend
sample (195).sor,5.027,8.5329,Bend
sample (1950).sor,20.11,0.3188,Normal
sample (1951).sor,20.11,0.4629,Bend
sample (1952).sor,20.11,0.2984,Normal
sample (1953).sor,20.11,0.5178,Bend
sample (1954).sor,20.11,0.3581,Normal
sample (1955).sor,20.11,0.4917,Bend
sample (1956).sor,20.11,0.3179,Normal
sample (1957).sor,20.11,0.4972,Bend
sample (1958).sor,20.11,0.3255,Normal
sample (1959).sor,20.11,0.448,Bend
sample (196).sor,5.027,8.3967,Bend
sample (1960).sor,20.11,0.299,Normal
sample (1961).sor,20.11,0.4544,Bend
sample (1962).sor,20.11,0.2941,Normal
sample (1963).sor,20.11,0.4833,Bend
sample (1964).sor,20.11,0.313,Normal
sample (1965).sor,20.11,0.453,Bend
sample (1966).sor,20.11,0.3103,Normal
sample (1967).sor,20.11,0.4513,Bend
sample (1968).sor,20.11,0.2825,Normal
sample (1969).sor,20.11,0.461,Bend
sample (197).sor,5.027,8.6027,Bend
sample (1970).sor,20.11,0.3099,Normal
sample (1971).sor,20.11,0.5411,Bend
sample (1972).sor,20.11,0.562,Bend
sample (1973).sor,20.11,0.4824,Bend
sample (1974).sor,20.11,0.3016,Normal
sample (1975).sor,20.11,0.4597,Bend
sample (1976).sor,20.11,0.3159,Normal
sample (1977).sor,20.11,0.4962,Bend
sample (1978).sor,20.11,0.3148,Normal
sample (1979).sor,20.11,0.4871,Bend
sample (198).sor,5.027,8.3417,Bend
sample (1980).sor,20.11,0.3325,Normal
sample (1981).sor,20.11,0.4322,Bend
sample (1982).sor,20.11,0.2776,Normal
sample (1983).sor,20.11,0.5753,Bend
sample (1984).sor,20.11,0.3749,Normal
sample (1985).sor,20.11,0.4657,Bend
sample (1986).sor,20.11,0.3436,Normal
sample (1987).sor,20.11,0.447,Bend
sample (1988).sor,20.11,0.2958,Normal
sample (1989).sor,20.11,0.4838,Bend
sample (199).sor,5.027,8.7196,Bend
sample (1990).sor,20.11,0.3221,Normal
sample (1991).sor,20.11,0.4939,Bend
sample (1992).sor,20.11,0.3335,Normal
sample (1993).sor,20.11,0.4638,Bend
sample (1994).sor,20.11,0.3338,Normal
sample (1995).sor,20.11,0.4608,Bend
sample (1996).sor,20.11,0.3027,Normal
sample (1997).sor,20.11,0.4788,Bend
sample (1998).sor,20.11,0.3291,Normal
sample (1999).sor,20.11,0.4568,Bend
sample (2).sor,5.027,8.4104,Bend
sample (20).sor,5.027,8.4832,Bend
sample (200).sor,5.027,8.4154,Bend
sample (2000).sor,20.11,0.2991,Normal
sample (2001).sor,20.11,0.4631,Bend
sample (2002).sor,20.11,0.297,Normal
sample (2003).sor,20.11,0.5157,Bend
sample (2004).sor,20.11,0.353,Normal
sample (2005).sor,20.11,0.4771,Bend
sample (2006).sor,20.11,0.301,Normal
sample (2007).sor,20.11,0.5042,Bend
sample (2008).sor,20.11,0.3481,Normal
sample (2009).sor,20.11,0.4506,Bend
sample (201).sor,5.027,8.5774,Bend
sample (2010).sor,20.11,0.31,Normal
sample (2011).sor,20.11,0.4674,Bend
sample (2012).sor,20.11,0.3128,Normal
sample (2013).sor,20.11,0.4701,Bend
sample (2014).sor,20.11,0.3045,Normal
sample (2015).sor,20.11,0.4768,Bend
sample (2016).sor,20.11,0.3176,Normal
sample (2017).sor,20.11,0.4728,Bend
sample (2018).sor,20.11,0.3061,Normal
sample (2019).sor,20.11,0.5236,Bend
sample (202).sor,5.027,8.3337,Bend
sample (2020).sor,20.11,0.5401,Bend
sample (2021).sor,45.246,0.5755,Bend
sample (2022).sor,45.246,0.4357,Bend
sample (2023).sor,45.246,0.5683,Bend
sample (2024).sor,45.246,0.4493,Bend
sample (2025).sor,45.246,0.5754,Bend
sample (2026).sor,45.246,0.4399,Bend
sample (2027).sor,45.246,0.5718,Bend
sample (2028).sor,45.246,0.4555,Bend
sample (2029).sor,45.246,0.5881,Bend
sample (203).sor,5.027,8.6431,Bend
sample (2030).sor,45.246,0.4627,Bend
sample (2031).sor,45.246,0.571,Bend
sample (2032).sor,45.246,0.4326,Bend
sample (2033).sor,45.246,0.5728,Bend
sample (2034).sor,45.246,0.4369,Bend
sample (2035).sor,45.246,0.5723,Bend
sample (2036).sor,45.246,0.4369,Bend
sample (2037).sor,45.246,0.5601,Bend
sample (2038).sor,45.246,0.4415,Bend
sample (2039).sor,45.246,0.5847,Bend
sample (204).sor,5.027,8.3517,Bend
sample (2040).sor,45.246,0.4477,Bend
sample (2041).sor,45.246,0.5766,Bend
sample (2042).sor,45.246,0.4392,Bend
sample (2043).sor,45.246,0.585,Bend
sample (2044).sor,45.246,0.4441,Bend
sample (2045).sor,45.248,0.5286,Bend
sample (2046).sor,45.248,0.4159,Bend
sample (2047).sor,45.248,0.5344,Bend
sample (2048).sor,45.248,0.4296,Bend
sample (2049).sor,45.246,0.5647,Bend
sample (205).sor,5.027,8.4762,Bend
sample (2050).sor,45.246,0.433,Bend
sample (2051).sor,45.246,0.5648,Bend
sample (2052).sor,45.246,0.4389,Bend
sample (2053).sor,45.246,0.5723,Bend
sample (2054).sor,45.246,0.4391,Bend
sample (2055).sor,45.246,0.5736,Bend
sample (2056).sor,45.246,0.4415,Bend
sample (2057).sor,45.246,0.5665,Bend
sample (2058).sor,45.246,0.433,Bend
sample (2059).sor,45.246,0.5677,Bend
sample (206).sor,5.027,8.4179,Bend
sample (2060).sor,45.246,0.4265,Bend
sample (2061).sor,45.246,0.5629,Bend
sample (2062).sor,45.246,0.4468,Bend
sample (2063).sor,45.246,0.5723,Bend
sample (2064).sor,45.246,0.4393,Bend
sample (2065).sor,45.246,0.5743,Bend
sample (2066).sor,45.246,0.44,Bend
sample (2067).sor,45.246,0.5681,Bend
sample (2068).sor,45.246,0.4261,Bend
sample (2069).sor,20.11,2.2216,Bend
sample (207).sor,5.027,8.6725,Bend
sample (2070).sor,20.11,2.0468,Bend
sample (2071).sor,20.11,2.2476,Bend
sample (2072).sor,20.11,2.089,Bend
sample (2073).sor,20.11,2.1707,Bend
sample (2074).sor,20.11,2.0276,Bend
sample (2075).sor,20.11,2.1711,Bend
sample (2076).sor,20.11,2.084,Bend
sample (2077).sor,20.11,2.1986,Bend
sample (2078).sor,20.11,2.0594,Bend
sample (2079).sor,20.11,2.1894,Bend
sample (208).sor,5.027,8.4039,Bend
sample (2080).sor,20.11,2.0853,Bend
sample (2081).sor,20.11,2.2351,Bend
sample (2082).sor,20.11,2.1009,Bend
sample (2083).sor,20.11,2.1519,Bend
sample (2084).sor,20.11,2.1023,Bend
sample (2085).sor,20.11,2.1796,Bend
sample (2086).sor,20.11,2.0587,Bend
sample (2087).sor,20.11,2.1676,Bend
sample (2088).sor,20.11,2.0471,Bend
sample (2089).sor,20.11,2.1714,Bend
sample (209).sor,5.027,8.709,Bend
sample (2090).sor,20.11,2.0201,Bend
sample (2091).sor,20.11,2.1794,Bend
sample (2092).sor,20.11,2.0582,Bend
sample (2093).sor,20.11,2.1701,Bend
sample (2094).sor,20.11,2.0526,Bend
sample (2095).sor,20.11,2.1856,Bend
sample (2096).sor,20.11,2.063,Bend
sample (2097).sor,20.11,2.2151,Bend
sample (2098).sor,20.11,2.0652,Bend
sample (2099).sor,20.11,2.1638,Bend
sample (21).sor,5.027,8.5439,Bend
sample (210).sor,5.027,8.3875,Bend
sample (2100).sor,20.11,2.069,Bend
sample (2101).sor,20.11,2.1964,Bend
sample (2102).sor,20.11,2.0782,Bend
sample (2103).sor,20.11,2.201,Bend
sample (2104).sor,20.11,2.0239,Bend
sample (2105).sor,20.11,2.1942,Bend
sample (2106).sor,20.11,2.0456,Bend
sample (2107).sor,20.11,2.1876,Bend
sample (2108).sor,20.11,2.0823,Bend
sample (2109).sor,20.11,2.1257,Bend
sample (211).sor,5.027,8.615,Bend
sample (2110).sor,20.11,2.0555,Bend
sample (2111).sor,20.11,2.1573,Bend
sample (2112).sor,20.11,2.0423,Bend
sample (2113).sor,20.11,2.1858,Bend
sample (2114).sor,20.11,2.1384,Bend
sample (2115).sor,20.11,2.1682,Bend
sample (2116).sor,20.11,2.0422,Bend
sample (2117).sor,20.11,2.2707,Bend
sample (2118).sor,20.11,2.1457,Bend
sample (2119).sor,20.11,2.1794,Bend
sample (212).sor,5.027,8.4405,Bend
sample (2120).sor,20.11,2.1046,Bend
sample (2121).sor,20.11,2.2167,Bend
sample (2122).sor,20.11,2.1652,Bend
sample (2123).sor,20.11,2.2155,Bend
sample (2124).sor,20.11,2.1059,Bend
sample (2125).sor,20.11,2.2547,Bend
sample (2126).sor,20.11,2.1093,Bend
sample (2127).sor,20.11,2.28,Bend
sample (2128).sor,20.11,2.1412,Bend
sample (2129).sor,20.11,2.1781,Bend
sample (213).sor,5.027,8.6282,Bend
sample (2130).sor,20.11,2.0587,Bend
sample (2131).sor,20.11,2.3291,Bend
sample (2132).sor,20.11,2.1821,Bend
sample (2133).sor,20.11,2.1788,Bend
sample (2134).sor,20.11,2.1277,Bend
sample (2135).sor,20.11,2.3113,Bend
sample (2136).sor,20.11,2.1976,Bend
sample (2137).sor,20.11,2.2437,Bend
sample (2138).sor,20.11,2.112,Bend
sample (2139).sor,20.11,2.1859,Bend
sample (214).sor,5.027,8.3411,Bend
sample (2140).sor,20.11,2.0632,Bend
sample (2141).sor,20.11,2.1733,Bend
sample (2142).sor,20.11,1.9876,Bend
sample (2143).sor,20.11,2.1591,Bend
sample (2144).sor,20.11,2.0765,Bend
sample (2145).sor,20.11,2.1435,Bend
sample (2146).sor,20.11,2.0887,Bend
sample (2147).sor,20.11,2.2193,Bend
sample (2148).sor,20.11,2.1252,Bend
sample (2149).sor,20.11,2.2163,Bend
sample (215).sor,5.027,8.5313,Bend
